paper_id,title,doi,reason
REFINE-0186,Correlation between gray matter volume in the temporal lobe and depressive symptoms in patients with Alzheimer’s disease,10.1016/j.neulet.2013.05.021,DOI landing page unresolved
REFINE-0187,Apathy in persons living with HIV disease: A systematic narrative review,10.1016/j.jad.2024.01.016,DOI landing page unresolved
REFINE-0188,Association of major depressive disorder with altered functional brain response during anticipation and processing of heat pain,10.1001/archpsyc.65.11.1275,Publisher HTTP 403: doi.org
REFINE-0189,Amygdala grey matter volume increase in gambling disorder with depression symptoms of clinical relevance: A voxel-based morphometry study,10.1080/14459795.2018.1452276,Publisher HTTP 403: doi.org
REFINE-0190,Anatomic location and laterality of MRI signal hyperintensities in late-life depression,10.1016/s0022-3999(02)00425-7,DOI landing page unresolved
REFINE-0191,Antidepressant Exposure May Protect Against Decrement in Frontal Gray Matter Volumes in Geriatric Depression,10.4088/jcp.v66n0801,DOI landing page unresolved
REFINE-0193,Brain density in depression: Methodological and psychopathological aspects,10.1111/j.1600-0447.1988.tb06392.x,Publisher HTTP 403: doi.org
REFINE-0196,Bidirectional associations between perinatal allopregnanolone and depression severity with postpartum gray matter volume in adult women,10.1111/acps.13723,Publisher HTTP 403: doi.org
REFINE-0197,Neutrophil to lymphocyte ratio is a transdiagnostic biomarker of depression and structural and functional brain alterations in older adults,10.1016/j.jneuroim.2022.577831,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0198,Neuromodulation in response to electroconvulsive therapy in schizophrenia and major depression,10.1016/j.brs.2017.01.578,Publisher HTTP 403: doaj.org
REFINE-0199,Anatomical correlates of quality of life: Evidence from voxel-based morphometry,10.1002/hbm.22294,Publisher HTTP 403: onlinelibrary.wiley.com
REFINE-0200,Brain structures and functional connectivity in neglected children with no other types of maltreatment,10.1016/j.neuroimage.2024.120589,Publisher HTTP 403: doaj.org
REFINE-0201,Hyperconnectivity and altered interactions of a nucleus accumbens network in post-stroke depression,10.1093/braincomms/fcac281,Publisher HTTP 403: academic.oup.com
REFINE-0202,Neuroanatomical predictors of response to subcallosal cingulate deep brain stimulation for treatment-resistant depression,10.1503/jpn.180207,Publisher HTTP 403: doi.org
REFINE-0203,Effects of the BDNF Val66Met Polymorphism on Gray Matter Volume in Typically Developing Children and Adolescents,10.1093/cercor/bhw020,Publisher HTTP 403: academic.oup.com
REFINE-0204,"Comparison of brain structural variables, neuropsychological factors, and treatment outcome in early-onset versus late-onset late-life depression",10.1016/j.jagp.2013.02.005,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0206,Patterns of reduced cortical thickness in late-life depression and relationship to psychotherapeutic response,10.1016/j.jagp.2013.01.013,Publisher HTTP 403: escholarship.org
REFINE-0207,Prefrontal cortex and amygdala volume in first minor or major depressive episode after cancer diagnosis,10.1016/j.biopsych.2005.08.018,DOI landing page unresolved
REFINE-0208,Neuropsychological functioning and MRI signal hyperintensities in geriatric depression,,Publisher HTTP 403: www.ahajournals.org
REFINE-0210,Cortical changes associated with depression and antidepressant use in Alzheimer and Lewy body dementia: An MRI surface-based morphometric study,10.1016/j.jagp.2013.02.004,Publisher HTTP 403: www.ajgponline.org
REFINE-0212,In vivo structural and functional abnormalities of the striatums is related to decreased astrocytic BDNF in Itpr2-/- mice exhibiting depressive-like behavior,10.1155/2020/8830670,Publisher HTTP 403: downloads.hindawi.com
REFINE-0214,"Early childhood cumulative risk is associated with decreased global brain measures, cortical thickness, and cognitive functioning in school‐age children",10.1002/dev.21956,Publisher HTTP 403: doi.org
REFINE-0215,Depression symptoms moderate the relationship between gray matter volumes and cognitive function in patients with mild cognitive impairment,10.1016/j.jpsychires.2022.05.017,DOI landing page unresolved
REFINE-0216,Evaluation in late-life depression of intercellular adhesion molecule-1 expression in the dorsolateral prefrontal cortex,10.1176/appi.ajp.157.10.1682,Publisher HTTP 403: doi.org
REFINE-0217,Aberrant topographical organization in gray matter structural network in late life depression: A graph theoretical analysis,10.1017/s104161021300149x,DOI landing page unresolved
REFINE-0218,Localizing gray matter deficits in late-onset depression using computational cortical pattern matching methods,10.1176/appi.ajp.161.11.2091,Publisher HTTP 403: doi.org
REFINE-0219,Anterior cingulate volume reduction in adolescents with borderline personality disorder and co-morbid major depression,10.1016/j.jpsychires.2010.11.011,DOI landing page unresolved
REFINE-0220,Regional Gray Matter Changes Are Associated with Cognitive Deficits in Remitted Geriatric Depression: An Optimized Voxel-Based Morphometry Study,10.1016/j.biopsych.2008.04.032,DOI landing page unresolved
REFINE-0221,Electroconvulsive therapy response in late-life depression unaffected by age-related brain changes,10.1016/j.jad.2019.03.055,HTTP 404
REFINE-0222,Genetic vulnerability to affective psychopathology in childhood: A combined voxel-based morphometry and functional magnetic resonance imaging study,10.1016/j.biopsych.2009.01.033,Publisher HTTP 403: hdl.handle.net
REFINE-0223,Lifelong impact of extreme stress on the human brain: Holocaust survivors study,10.1016/j.ynstr.2021.100318,Publisher HTTP 403: doaj.org
REFINE-0225,Determining the effects of LLD and MCI on brain decline according to machine learning and a structural covariance network analysis,10.1016/j.jpsychires.2020.04.011,DOI landing page unresolved
REFINE-0226,White matter and subcortical gray matter lesion volume changes and late-life depression outcome: A 4-year magnetic resonance imaging study,10.1017/s1041610205002796,DOI landing page unresolved
REFINE-0227,Neurostructural impact of co-occurring anxiety in pediatric patients with major depressive disorder: A voxel-based morphometry study,10.1016/j.jad.2014.09.004,DOI landing page unresolved
REFINE-0228,Effects of antipsychotic medication on brain structure in patients with major depressive disorder and psychotic features: Neuroimaging findings in the context of a randomized placebo-controlled clinical trial,10.1001/jamapsychiatry.2020.0036,Publisher HTTP 403: jamanetwork.com
REFINE-0229,Effects of parental emotional warmth on the relationship between regional gray matter volume and depression-related personality traits,10.1080/17470919.2016.1174150,Publisher HTTP 403: doi.org
REFINE-0230,"Homer1a protein expression in schizophrenia, bipolar disorder, and major depression",10.1007/s00702-017-1776-x,DOI landing page unresolved
REFINE-0231,"Association between change in brain gray matter volume, cognition, and depression severity: Pre- and post- antidepressant pharmacotherapy for late-life depression",10.1016/j.jpsychires.2017.08.002,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0232,Early childhood depression and alterations in the trajectory of gray matter maturation in middle childhood and early adolescence,10.1001/jamapsychiatry.2015.2356,Publisher HTTP 403: jamanetwork.com
REFINE-0235,Magnetic resonance imaging in late-life depression: Multimodal examination of network disruption,,Publisher HTTP 403: academic.oup.com
REFINE-0237,A controlled study of MRI signal hyperintensities in older depressed patients with and without hypertension,10.1046/j.1532-5415.2001.49240.x,Publisher HTTP 403: doi.org
REFINE-0238,C-reactive protein and the kynurenic acid to quinolinic acid ratio are independently associated with White matter integrity in major depressive disorder,10.1016/j.bbi.2022.07.011,Publisher HTTP 403: www.sciencedirect.com
REFINE-0239,Gray matter substrates of depressive and anxiety symptoms in idiopathic REM sleep behavior disorder,10.1016/j.parkreldis.2018.12.020,DOI landing page unresolved
REFINE-0240,Neuroimaging features of depression–frailty phenotype in older adults: A pilot study,10.1017/s1041610223000066,PMCID found but no valid PDF URL from PMC OA service or page parsing
REFINE-0241,Plasma biosignature and brain pathology related to persistent cognitive impairment in late-life depression,10.1038/mp.2014.76,
REFINE-0242,Local neuroanatomical and tract-based proxies of optimal subcallosal cingulate deep brain stimulation,10.1016/j.brs.2023.08.014,Publisher HTTP 403: doaj.org
REFINE-0244,Commonalities and differences in ECT-induced gray matter volume change between depression and schizophrenia,10.1016/j.nicl.2023.103429,Publisher HTTP 403: doaj.org
REFINE-0245,"Brain alterations in adult ADHD: Effects of gender, treatment and comorbid depression",10.1016/j.euroneuro.2013.11.011,Repository landing page unresolved
REFINE-0246,31Phosphorus magnetic resonance spectroscopy study of tissue specific changes in high energy phosphates before and after sertraline treatment of geriatric depression,10.1002/gps.2230,Publisher HTTP 403: onlinelibrary.wiley.com
REFINE-0250,Effects of aerobic exercise training on brain structure and psychological well-being in young adults,,Publisher HTTP 403: www.thelancet.com
REFINE-0252,The functional neuroanatomy of geriatric depression,10.1002/gps.2185,Publisher HTTP 403: doi.org
REFINE-0253,Neural mapping of anhedonia across psychiatric diagnoses: A transdiagnostic neuroimaging analysis,10.1016/j.nicl.2021.102825,Publisher HTTP 403: doaj.org
REFINE-0255,Delusional depression responding to clomipramine in Binswanger’s disease,10.1097/00005053-199007000-00009,DOI landing page unresolved
REFINE-0256,Altered brain regional homogeneity is associated with depressive symptoms in COVID-19,10.1016/j.jad.2022.06.061,Publisher HTTP 403: hdl.handle.net
REFINE-0257,Reduction of dorsolateral prefrontal cortex gray matter in late-life depression,10.1016/j.pscychresns.2011.01.003,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0258,Regional patterns of brain tissue loss associated with depression in Parkinson disease,10.1212/wnl.0b013e3181f11c1d,Publisher HTTP 403: doi.org
REFINE-0259,Six-week oral ketamine treatment for chronic suicidality is associated with increased grey matter volume,10.1016/j.pscychresns.2021.111369,DOI landing page unresolved
REFINE-0260,Serotonin selective reuptake inhibitor treatment improves cognition and grey matter atrophy but not amyloid burden during two-year follow-up in mild cognitive impairment and Alzheimer’s disease patients with depressive symptoms,10.3233/jad-170387,Publisher HTTP 403: doi.org
REFINE-0261,First episode drug-naïve major depressive disorder with panic disorder: Gray matter deficits in limbic and default network structures,10.1016/j.euroneuro.2010.06.002,DOI landing page unresolved
REFINE-0262,Alterations in CRY2 and PER3 gene expression associated with thalamic-limbic community structural abnormalities in patients with bipolar depression or unipolar depression,10.1016/j.jad.2021.10.125,DOI landing page unresolved
REFINE-0263,Alterations in cortical volume and complexity in Parkinson’s disease with depression,10.1111/cns.14582,Publisher HTTP 403: onlinelibrary.wiley.com
REFINE-0264,Antidepressant effects of tDCS are associated with prefrontal gray matter volumes at baseline: Evidence from the ELECT-TDCS trial,10.1016/j.brs.2019.05.006,Publisher HTTP 403: doaj.org
REFINE-0265,Gray matter characteristics associated with trait anxiety in older adults are moderated by depression,10.1017/s1041610215000836,Repository landing page unresolved
REFINE-0266,A shared effect of paroxetine treatment on gray matter volume in depressive patients with and without childhood maltreatment: A voxel‐based morphometry study,10.1111/cns.13055,Publisher HTTP 403: onlinelibrary.wiley.com
REFINE-0269,Loss of superiority illusion in bipolar depressive disorder: A combined functional and structural MRI study,10.1016/j.jpsychires.2022.04.034,DOI landing page unresolved
REFINE-0272,The gray matter alterations in major depressive disorder and panic disorder: Putative differences in the pathogenesis,10.1016/j.jad.2015.07.022,DOI landing page unresolved
REFINE-0273,"Migraine, depression, and brain volume: The AGES-Reykjavik Study",10.1212/wnl.0b013e318295d69e,Publisher HTTP 403: doi.org
REFINE-0274,Associations between subclinical depressive symptoms and reduced brain volume in middle-aged to older adults,10.1080/13607863.2018.1432030,Publisher HTTP 403: doi.org
REFINE-0275,Significant age by childhood trauma interactions on grey matter volumes: A whole brain VBM analysis,10.1111/bdi.13286,Publisher HTTP 403: onlinelibrary.wiley.com
REFINE-0276,Antidepressants upregulate c-Fos expression in the lateral entorhinal cortex and hippocampal dorsal subiculum: Study in rats,10.1016/j.brainresbull.2019.08.015,DOI landing page unresolved
REFINE-0277,Increased orbitofrontal cortex levels of choline in depressed adolescents as detected by in vivo proton magnetic resonance spectroscopy,10.1016/s0006-3223(00)00942-2,DOI landing page unresolved
REFINE-0278,"Myelin staining of deep white matter in the dorsolateral prefrontal cortex in schizophrenia, bipolar disorder, and unipolar major depression",10.1016/j.psychres.2006.12.019,DOI landing page unresolved
REFINE-0279,Index electroconvulsive therapy course to treat severe suicidality and depression in Fahr disease,10.1097/yct.0000000000000264,DOI landing page unresolved
REFINE-0280,Rumination mediates the relationship between structural variations in ventrolateral prefrontal cortex and sensitivity to negative life events,10.1016/j.neuroscience.2013.09.053,DOI landing page unresolved
REFINE-0281,"Longitudinal magnetic resonance imaging vascular changes, apolipoprotein E genotype, and development of dementia in the neurocognitive outcomes of depression in the elderly study",10.1097/jgp.0b013e318048a1a0,DOI landing page unresolved
REFINE-0282,Impact of early and recent stress on white matter microstructure in major depressive disorder,10.1016/j.jad.2017.08.017,DOI landing page unresolved
REFINE-0283,Frontal atrophy and attention deficits in older adults with a history of elevated depressive symptoms,10.1007/s11682-009-9078-z,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0284,Subcortical hyperintensities on magnetic resonance imaging: Clinical correlates and prognostic significance in patients with severe depression,10.1016/0006-3223(94)00174-2,DOI landing page unresolved
REFINE-0287,Lifetime PTSD and geriatric depression symptomatology relate to altered dorsomedial frontal and amygdala morphometry,10.1016/j.pscychresns.2017.07.003,Publisher HTTP 403: www.sciencedirect.com
REFINE-0288,Divergent anatomical correlates and functional network connectivity patterns in temporal lobe epilepsy with and without depression,10.1007/s10548-021-00848-y,DOI landing page unresolved
REFINE-0290,Neural basis underlying the association between thought control ability and happiness: The moderating role of the amygdala,10.1002/pchj.741,Publisher HTTP 403: onlinelibrary.wiley.com
REFINE-0292,Basal ganglia morphology links the metabolic syndrome and depressive symptoms,10.1016/j.physbeh.2013.09.014,PMCID found but no valid PDF URL from PMC OA service or page parsing
REFINE-0295,Biological and social predictors of long-term geriatric depression outcome,10.1017/s1041610205000979,DOI landing page unresolved
REFINE-0296,Neuroanatomical characteristics of geriatric apathy and depression: A magnetic resonance imaging study,10.1097/jgp.0b013e3180325a16,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0297,Depression in dementia with Lewy bodies: A critical update,10.1007/s00702-023-02669-8,DOI landing page unresolved
REFINE-0298,Neuroanatomy in monozygotic twins with Asperger disorder discordant for comorbid depression,10.1212/01.wnl.0000172360.99310.3f,Publisher HTTP 403: doi.org
REFINE-0299,Mapping Brain Size and Cortical Gray Matter Changes in Elderly Depression,10.1016/j.biopsych.2003.09.004,DOI landing page unresolved
REFINE-0302,Alterations of brain volumes in women with early life maltreatment and their associations with oxytocin,10.1016/j.yhbeh.2017.11.005,DOI landing page unresolved
REFINE-0303,"Altruistic Social Activity, Depressive Symptoms, and Brain Regional Gray Matter Volume: Voxel-Based Morphometry Analysis From 8,695 Old Adults",10.1093/gerona/glac093,Publisher HTTP 403: doi.org
REFINE-0304,Atrophy of right inferior frontal orbital gyrus and frontoparietal functional connectivity abnormality in depressed suicide attempters,10.1007/s11682-019-00206-4,DOI landing page unresolved
REFINE-0305,Anterior cingulate cortical volumes and treatment remission of geriatric depression,10.1002/gps.2290,Publisher HTTP 403: onlinelibrary.wiley.com
REFINE-0306,Negative emotions and brain: Negative emotions mediates the association between structural and functional variations in emotional-related brain regions and sleep quality,10.1016/j.sleep.2022.03.023,DOI landing page unresolved
REFINE-0308,State-dependent and trait-related gray matter changes in nonrefractory depression,10.1097/wnr.0000000000000301,DOI landing page unresolved
REFINE-0309,Naltrexone treatment reverses astrocyte atrophy and immune dysfunction in self-harming macaques,10.1016/j.bbi.2015.07.017,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0310,Tissue-specific differences in brain phosphodiesters in late-life major depression,10.1016/j.jagp.2012.08.005,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0311,Optic coherence tomography shows inflammation and degeneration in major depressive disorder patients correlated with disease severity,10.1016/j.jad.2016.06.039,DOI landing page unresolved
REFINE-0312,Structural brain alterations in older adults exposed to early-life adversity,10.1016/j.psyneuen.2021.105272,Publisher HTTP 403: www.sciencedirect.com
REFINE-0313,The serotonin transporter genotype modulates the relationship between early stress and adult suicidality in bipolar disorder,10.1111/bdi.12250,Publisher HTTP 403: doi.org
REFINE-0314,Imaging the neuroplastic effects of ketamine with VBM and the necessity of placebo control,10.1016/j.neuroimage.2016.12.032,DOI landing page unresolved
REFINE-0316,Variant in oxytocin receptor gene is associated with amygdala volume,10.1016/j.psyneuen.2010.12.004,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0317,"Cumulative adversity and smaller gray matter volume in medial prefrontal, anterior cingulate, and insula regions",10.1016/j.biopsych.2011.11.022,PMCID found but no valid PDF URL from PMC OA service or page parsing
REFINE-0319,Associations between parental depression and anxiety symptom severity and their offspring’s cortical thickness and subcortical volume,10.1016/j.jpsychires.2023.09.014,DOI landing page unresolved
REFINE-0321,Regional brain volume in depression and anxiety disorders,10.1001/archgenpsychiatry.2010.121,Publisher HTTP 403: doi.org
REFINE-0322,Cortical volume reductions in men transitioning to first-time fatherhood reflect both parenting engagement and mental health risk,10.1093/cercor/bhae126,Publisher HTTP 403: academic.oup.com
REFINE-0323,Depression is associated with preserved cortical thickness relative to apathy in frontotemporal dementia,10.1177/0891988720964258,Publisher HTTP 403: doi.org
REFINE-0324,Apolipoprotein E genotype and subcortical vascular lesions in older depressed patients and control subjects,10.1016/s0006-3223(02)01782-1,DOI landing page unresolved
REFINE-0325,Brain-Cognition Associations in Older Patients With Remitted Major Depressive Disorder or Mild Cognitive Impairment: A Multivariate Analysis of Gray and White Matter Integrity,10.1016/j.biopsych.2023.05.018,DOI landing page unresolved
REFINE-0326,Improved anatomic delineation of the antidepressant response to partial sleep deprivation in medial frontal cortex using perfusion-weighted functional MRI,10.1016/j.pscychresns.2005.12.008,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0327,Neural correlates of adolescent irritability and its comorbidity with psychiatric disorders,10.1016/j.jaac.2019.11.028,DOI landing page unresolved
REFINE-0328,Neuroimaging changes in mesial temporal lobe epilepsy are magnified in the presence of depression,10.1016/j.yebeh.2010.08.012,Publisher HTTP 403: www.epilepsybehavior.com
REFINE-0329,Neuroanatomical correlates of depression in Friedreich’s ataxia: A voxel-based morphometry study,10.1007/s12311-012-0424-0,DOI landing page unresolved
REFINE-0330,Cognitive impairment and structural abnormalities in late life depression with olfactory identification impairment: An Alzheimer’s disease-like pattern,10.1093/ijnp/pyy016,Publisher HTTP 403: academic.oup.com
REFINE-0331,The association of psychosocial risk factors for mental health with a brain marker altered by inflammation: A translocator protein (TSPO) PET imaging study,10.1016/j.bbi.2019.05.023,DOI landing page unresolved
REFINE-0332,Enhanced temporal coupling between thalamus and dorsolateral prefrontal cortex mediates chronic low back pain and depression,10.1155/2021/7498714,Publisher HTTP 403: downloads.hindawi.com
REFINE-0334,Greater MRI lesion volumes in elderly depressed subjects than in control subjects,10.1016/j.pscychresns.2004.08.004,DOI landing page unresolved
REFINE-0335,Prefrontal resting-state connectivity and antidepressant response: No associations in the ELECT‑TDCS trial,10.1007/s00406-020-01187-y,DOI landing page unresolved
REFINE-0336,Maternal Childhood Maltreatment Is Associated With Lower Infant Gray Matter Volume and Amygdala Volume During the First Two Years of Life,10.1016/j.bpsgos.2021.09.005,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0338,White matter hyperintensity accumulation during treatment of late-life depression,10.1038/npp.2015.158,
REFINE-0339,Examining gray matter structures associated with individual differences in global life satisfaction in a large sample of young adults,10.1093/scan/nsu144,Publisher HTTP 403: academic.oup.com
REFINE-0340,Tubulin Polymerization Promoting Protein (TPPP) gene methylation and corpus callosum measures in maltreated children,10.1016/j.pscychresns.2020.111058,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0341,Hippocampal volume and depression among young children,10.1016/j.pscychresns.2019.04.012,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0343,Transcranial magnetic stimulation of left dorsolateral prefrontal cortex induces brain morphological changes in regions associated with a treatment resistant major depressive episode: An exploratory analysis,10.1016/j.brs.2016.02.011,Publisher HTTP 403: doaj.org
REFINE-0347,Effects of erythropoietin on hippocampal volume and memory in mood disorders,10.1016/j.biopsych.2014.12.013,Repository landing page unresolved
REFINE-0348,Coverage of blood vessels by astrocytic endfeet is reduced in major depressive disorder,10.1016/j.biopsych.2012.09.024,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0349,Anterior cingulate gyrus acts as a moderator of the relationship between problematic mobile phone use and depressive symptoms in college students,10.1093/scan/nsab016,Publisher HTTP 403: academic.oup.com
REFINE-0350,"Association of type 2 diabetes with depression, brain atrophy, and reduced fine motor speed in a 60- to 64-year-old community sample",10.1097/jgp.0b013e31818b40fc,Repository landing page unresolved
REFINE-0352,Ventricular enlargement and caudate hyperdensity in elderly depressives,10.1016/0006-3223(91)90306-7,DOI landing page unresolved
REFINE-0353,Brain-gut microbiota multimodal predictive model in patients with bipolar depression,10.1016/j.jad.2022.11.026,DOI landing page unresolved
REFINE-0354,Gray matter volume and white matter lesions in chronic kidney disease: Exploring the association with depressive symptoms,10.1016/j.genhosppsych.2016.02.005,Repository landing page unresolved
REFINE-0355,Preschool sleep and depression interact to predict gray matter volume trajectories across late childhood to adolescence,10.1016/j.dcn.2021.101053,Publisher HTTP 403: doaj.org
REFINE-0356,Brain areas associated with resilience to depression in high-risk young women,10.1007/s00429-021-02215-w,DOI landing page unresolved
REFINE-0357,Disrupted orbitomedial prefrontal limbic network in individuals with later-life depression,10.1016/j.jad.2016.06.031,DOI landing page unresolved
REFINE-0358,Vascular and extravascular immunoreactivity for intercellular adhesion molecule 1 in the orbitofrontal cortex of subjects with major depression: Age-dependent changes,10.1016/j.jad.2011.03.052,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0359,Limbic and frontal cortical degeneration is associated with psychiatric symptoms in PINK1 mutation carriers,10.1016/j.biopsych.2007.12.010,DOI landing page unresolved
REFINE-0361,"DNA methylation differences in stress-related genes, functional connectivity and gray matter volume in depressed and healthy adolescents",10.1016/j.jad.2020.03.062,DOI landing page unresolved
REFINE-0362,Cerebellar telomere length and psychiatric disorders,10.1007/s10519-010-9338-0,PMC full-text available as HTML; no downloadable PDF link found
REFINE-0363,Comparative study of magnetic resonance imaging-based neuroimaging methods in older adults with depression,10.1016/j.pscychresns.2023.111637,DOI landing page unresolved
